nodes-10000,edges-9999,weights
2639,4317,60
9234,4574,60
1811,4693,60
4693,534,42
2341,4790,60
3097,4921,60
891,4983,60
4983,2127,26
3383,5007,60
5007,5507,36
2633,5114,60
5114,3329,29
800,5125,60
5125,6065,10
3548,5378,60
5378,1208,36
4022,5473,60
5032,5579,60
1466,5854,60
5854,7878,37
7878,4208,23
4208,8525,19
8525,2373,14
2373,116,33
5854,7419,47
4208,2113,49
2113,9157,10
2113,8955,36
6433,5985,60
1303,6033,60
4684,6509,60
3184,6618,60
727,6653,60
4881,6760,60
8451,6813,60
492,6954,60
7189,7093,60
9998,7540,60
7540,5127,23
2406,7588,60
8419,7665,60
6865,7883,60
8916,7894,60
7894,2145,60
3984,8012,60
8012,4115,38
2576,8042,60
4895,8082,60
7870,8168,60
6900,8455,60
8455,9968,29
6328,8650,60
8650,338,31
2504,9032,60
8423,9290,60
977,9293,60
9293,9442,31
6285,9360,60
9360,134,49
2007,9379,60
9379,3222,25
9392,9579,60
8632,151,61
151,8096,23
151,8794,39
2616,309,61
7923,416,61
26,637,61
6781,721,61
2394,1125,61
787,1298,61
1298,2588,27
7498,1326,61
1326,1506,17
383,1410,61
1410,1332,55
1332,2192,53
7085,1453,61
3189,1471,61
4491,1568,61
8446,1727,61
6597,1739,61
1739,3150,5
1739,1201,21
6834,1941,61
5891,2195,61
2195,6629,23
2195,3158,41
4465,2587,61
2587,8452,54
8452,3892,47
7894,2593,61
1842,2629,61
6909,2794,61
2794,7203,1
7203,9275,27
7660,2804,61
2804,3179,46
3179,6179,17
4195,3095,61
4826,3202,61
3202,7205,37
7205,7875,2
7875,5258,28
5258,8934,55
8934,5059,44
5059,124,24
5633,3311,61
7255,3518,61
3518,349,10
349,6083,40
349,1676,46
6083,581,56
7294,3546,61
3546,9425,21
9425,6965,48
6965,9954,4
2911,3655,61
5204,3863,61
8871,3876,61
3876,9568,34
1209,3995,61
8081,4053,61
4551,4203,61
4203,6922,14
4203,223,22
223,7629,27
6922,1865,36
1486,4326,61
5093,4329,61
4329,3088,55
3088,1138,42
9999,4383,61
4383,6901,25
6901,1255,8
6901,3751,50
1255,9349,60
373,4475,61
1029,4532,61
849,4620,61
4620,9555,57
9555,3750,11
9555,2954,20
3750,5012,23
5375,4735,61
4735,4667,61
7692,5146,61
7948,5654,61
7261,5884,61
5884,1089,34
6114,6193,61
6193,7071,24
7071,6671,36
6193,9241,46
9241,537,38
537,6045,34
9241,5572,50
5572,6096,17
6096,4914,13
4914,8354,60
7593,6339,61
6519,6413,61
6413,2336,15
2336,2826,17
4487,6496,61
6496,7846,51
7846,7469,60
7469,8774,40
9053,6526,61
6526,9673,38
9673,7316,25
6035,6732,61
6732,4501,25
4288,7401,61
9978,7645,61
4947,7837,61
7837,8007,40
8007,6160,2
6160,234,18
6160,9617,24
9617,2858,41
9181,7856,61
6017,8115,61
8115,260,54
247,8369,61
8369,1629,9
1629,6370,7
6370,2244,37
6370,2915,44
2244,5840,53
1357,8448,61
5530,8541,61
1121,8637,61
6389,8679,61
9503,8865,61
8865,2194,4
8865,5799,37
5169,8893,61
760,8901,61
1726,8986,61
8986,1683,7
6963,9091,61
9091,2526,57
3129,9163,61
9163,1140,9
1140,6790,33
6790,5107,3
1140,6874,46
4367,35,62
35,4031,57
4031,4806,33
4806,9619,22
9619,4097,43
4097,6467,18
4657,185,62
5020,226,62
226,1334,15
1334,6910,31
1134,258,62
9234,308,62
308,8648,53
3316,378,62
378,1623,2
1095,542,62
2177,749,62
749,3721,53
9353,843,62
843,1919,7
1919,5554,44
2686,851,62
9325,887,62
887,5023,52
5023,1198,24
5608,961,62
961,4198,56
4742,1098,62
8264,1282,62
1282,2822,53
2822,5233,54
5071,1699,62
1699,5541,28
5541,4732,50
4732,1901,53
3153,1856,62
1856,6221,26
6221,7107,37
3667,1942,62
1942,5103,46
7670,2152,62
5290,2200,62
2200,4646,22
5858,2471,62
2471,3853,2
2471,9039,61
9039,6561,8
7463,2525,62
2525,1990,43
9656,2565,62
6791,2773,62
2773,2618,24
2618,3185,48
3185,757,4
757,5165,56
5944,2782,62
8313,2824,62
2824,3519,52
2648,2943,62
3130,3384,62
2778,3533,62
6911,3616,62
3900,3641,62
3641,4452,7
3641,8759,27
8759,6487,52
8759,9469,57
9469,2160,30
2160,5584,1
5584,612,33
9469,230,47
230,6803,16
7748,3737,62
3737,5997,2
5997,3724,54
3724,4858,20
3724,3252,40
3724,3424,60
3424,6401,42
8112,3835,62
3835,3226,16
3226,8561,26
2192,3887,62
3887,6974,33
6974,9984,1
2333,4169,62
4169,8581,18
8581,4831,45
4831,2304,20
9152,4231,62
4231,2331,40
2331,1808,40
1808,9575,26
9575,3528,45
7726,4280,62
4280,7325,61
8239,4293,62
4293,9816,51
9173,4472,62
7661,4649,62
4649,7221,49
3062,4730,62
4730,1368,12
1368,3041,17
3041,2308,57
4725,4856,62
4856,2317,59
2317,3559,53
3559,6814,14
3559,9404,33
459,4863,62
536,5136,62
5136,9973,9
6635,5274,62
5274,4802,34
4802,945,31
2480,5409,62
5241,5444,62
5444,7477,30
7477,2972,56
9418,5708,62
1906,5853,62
5853,574,57
9272,5909,62
5909,594,15
594,6776,28
1993,5956,62
9374,6043,62
5597,6131,62
6131,8994,7
8994,2068,46
2583,6194,62
6416,6312,62
6312,8356,29
8356,1776,27
1776,8728,7
7654,6325,62
4002,6419,62
9261,6474,62
6474,9519,20
6474,1866,59
1866,8046,6
8046,2736,5
8046,9306,58
9306,9111,23
1703,6704,62
6704,7754,50
865,6770,62
6770,8461,53
9785,7043,62
3568,7387,62
7387,674,31
4646,7438,62
9418,7718,62
7718,8844,58
8844,9288,27
9288,1706,36
1706,4071,39
8844,2631,47
2631,5013,30
5013,2600,9
9288,669,56
669,2973,44
2973,2418,10
6362,7751,62
180,7903,62
7903,5716,13
5716,4151,29
6325,8151,62
9655,8192,62
8192,1617,22
1617,6225,5
8192,5689,34
7634,8400,62
4600,8504,62
4186,8508,62
8157,8528,62
8528,8129,56
8129,1071,13
1506,8569,62
8569,992,3
992,9076,1
9076,7688,29
7688,4912,28
9076,690,45
6679,8909,62
8162,9185,62
109,9316,62
9316,8005,26
9316,3133,40
3133,6175,21
3133,1358,26
6175,9113,30
9113,7811,44
7811,3287,18
3287,324,48
1364,9550,62
3248,9654,62
7215,9693,62
9693,4409,53
1910,9714,62
9714,8625,13
4027,9801,62
6564,9809,62
9809,5242,9
9809,6384,48
979,9868,62
9868,5582,58
461,7,63
7378,75,63
75,5142,15
8285,80,63
80,5664,57
4868,170,63
170,8391,56
8391,9312,57
9312,5386,3
9312,8990,48
8990,9382,2
8990,6639,31
8990,756,51
756,8453,4
8453,6864,6
6864,6943,18
6943,6886,22
6886,8277,3
8453,4305,60
3061,220,63
220,1553,21
1553,5875,16
5875,3717,28
220,9896,31
3717,9743,35
5615,252,63
252,6286,48
6286,809,33
252,8500,59
8500,9499,12
9499,6140,52
8254,323,63
1096,418,63
6247,521,63
521,7898,43
7898,2567,15
3121,805,63
805,1354,8
1354,5458,9
5458,7333,42
7333,6872,38
6872,2334,23
2593,820,63
2536,839,63
839,4555,14
3718,1236,63
1236,6500,7
6500,5091,56
5091,2743,11
5091,5588,15
2743,2255,36
2255,5465,21
4039,1485,63
1473,1539,63
6421,1546,63
1546,7105,44
4077,1603,63
1603,2714,22
1603,7546,61
7546,9830,21
7546,3043,29
1005,1735,63
1735,6044,52
4316,2098,63
4587,2156,63
2156,8114,7
8114,2927,39
8114,5050,44
2215,2270,63
2270,7877,15
124,2397,63
2397,8604,26
8604,8516,35
8516,1061,51
1061,6769,15
6769,8225,18
1061,7087,35
8516,9210,51
9210,6941,6
7087,9483,53
2261,3203,63
3203,1574,8
7545,3502,63
7387,3571,63
3571,4998,57
410,3773,63
7200,4010,63
3246,4588,63
8354,4878,63
2852,5001,63
8936,5443,63
5443,4267,44
1773,5602,63
9317,5837,63
5877,5847,63
7554,5981,63
5981,7570,57
7570,4517,10
6872,6011,63
7419,6107,63
1175,6277,63
3739,6955,63
6955,8876,38
6955,918,45
1667,7452,63
7452,7643,28
7643,173,62
173,4457,63
2582,7468,63
7468,5973,13
5973,6172,30
6172,9938,37
9938,7984,57
7984,8646,1
8646,3392,28
4854,7514,63
283,7792,63
7792,7562,50
7562,4903,45
7562,4769,52
7562,224,54
224,3053,27
224,3082,30
224,5805,32
5805,4626,56
3053,9883,61
9883,9565,3
9565,4871,50
4871,2081,5
5325,7805,63
545,7975,63
9482,8021,63
6903,8065,63
2789,8242,63
9248,8413,63
8413,5963,5
5963,1246,45
5963,4172,53
1246,6341,56
6341,7011,43
7011,175,29
7953,8477,63
423,8522,63
8522,4244,6
5928,8554,63
4660,8564,63
66,8599,63
5667,9087,63
9087,3381,17
3381,5976,7
3381,6677,45
6677,9184,29
6677,184,31
5344,9104,63
5881,9264,63
9264,7703,1
7480,9426,63
9426,6573,38
6573,413,26
3629,9455,63
9455,7613,13
9455,7807,22
7613,5471,44
7613,7031,58
7031,4158,34
4158,1864,33
1864,3204,25
5007,9616,63
874,9702,63
7739,9713,63
1881,9756,63
2373,9963,63
8593,161,64
8767,233,64
233,8108,3
479,350,64
350,7416,17
350,2517,18
2517,3904,11
3904,3253,2
3253,5352,14
3904,8678,20
5352,6825,29
5352,5155,45
5155,5498,8
5390,516,64
1663,686,64
4631,1279,64
1279,9609,7
9609,9003,31
2628,1284,64
1284,5058,4
9990,1386,64
7240,1797,64
285,1931,64
4669,1979,64
1979,5463,26
1979,8213,41
8213,5018,35
5018,4343,25
4343,2701,28
5018,2129,46
2129,2892,58
8390,2075,64
2075,5192,12
5192,3046,26
2075,8343,33
2411,2228,64
9223,2780,64
6614,2853,64
2853,3322,55
3322,9864,24
9864,2473,11
2473,7843,55
3322,9664,58
19,2868,64
2868,3212,6
2355,3126,64
1693,3181,64
3181,7098,12
3943,3374,64
3374,1285,49
1604,3512,64
3512,7459,44
7882,3549,64
3549,9013,37
9013,1545,6
9499,4013,64
184,4476,64
8769,4593,64
4593,4414,18
7896,4645,64
4645,6219,58
6219,2730,51
1081,4753,64
4753,802,56
802,6077,24
6602,4865,64
4865,654,17
5265,4892,64
4892,9008,45
9008,7889,22
7889,8485,4
9008,8881,35
4892,8039,54
8485,2153,63
7017,5026,64
5026,1223,58
7234,5102,64
5102,6735,26
6735,5519,54
9830,5106,64
5106,9395,50
6599,5216,64
1129,5229,64
8827,5770,64
5770,3230,12
3230,2912,48
3310,6021,64
6021,7579,10
7579,5078,22
5078,1367,39
7579,1998,39
6021,2800,54
1998,6417,57
6417,1119,3
6932,6133,64
182,6515,64
6515,3847,33
3847,9912,45
9912,5759,36
6945,6626,64
5763,6719,64
6719,3668,4
3668,9463,35
620,7059,64
7059,712,28
712,9155,18
9863,7194,64
2017,7368,64
7368,3314,14
7368,5971,44
114,7407,64
7407,428,4
428,9287,29
7407,8470,60
5473,7576,64
7576,57,12
2976,7669,64
8132,7716,64
2967,7787,64
7787,9672,56
2929,7793,64
7793,5836,22
1539,7958,64
7958,3511,7
3511,59,29
59,8392,57
8392,6054,32
8539,8054,64
8054,9133,3
8978,8086,64
9104,8533,64
8533,8950,11
8533,7429,58
7333,8600,64
3674,8635,64
9539,8782,64
5401,8800,64
8586,9120,64
3459,9143,64
2858,9314,64
9113,9814,64
9814,1171,59
1171,2362,25
2362,8322,40
1171,4201,41
4201,4668,38
4997,9829,64
5634,9855,64
9855,2598,61
1377,212,65
5129,267,65
8403,404,65
404,7134,35
516,452,65
9898,502,65
502,5345,26
5345,9775,43
3983,626,65
626,7630,28
7630,2975,54
2975,9435,12
5582,645,65
645,99,13
99,3197,43
8584,775,65
775,3885,39
1419,808,65
808,4389,33
4351,859,65
9139,971,65
2317,987,65
987,3742,20
3742,7976,30
7976,6125,13
8721,1100,65
4998,2162,65
2162,9725,40
5746,2345,65
4775,2366,65
2366,793,27
465,2479,65
3235,2669,65
1203,2977,65
2977,3429,27
3429,1586,46
1586,6667,57
6667,2349,52
2349,9131,24
9131,3063,33
4499,2995,65
6011,3002,65
5205,3288,65
3288,3304,36
6298,3356,65
1683,3475,65
1973,3540,65
3540,7246,1
7246,8224,37
8224,2095,11
2095,7797,51
7246,437,55
437,8868,7
8868,3520,25
3520,8509,20
8509,2328,55
2328,495,2
2328,6921,2
495,5601,8
5601,2393,15
2328,7985,42
3979,3720,65
3720,8585,32
9694,4029,65
7343,4166,65
8871,4297,65
2004,4415,65
4415,8195,64
8195,2812,42
3927,5397,65
5397,8889,55
1470,5521,65
6435,5774,65
4792,5803,65
8744,6067,65
925,6142,65
6142,7262,63
6347,6207,65
4612,6209,65
6209,8764,10
8764,4310,45
8277,6345,65
982,6377,65
4113,6480,65
849,6549,65
8034,6603,65
6603,3307,1
3307,3261,50
3261,2077,18
6603,6430,58
4029,6663,65
6663,4047,61
4047,137,42
6958,6839,65
1679,7052,65
7052,4567,55
4567,1725,58
7509,7367,65
7367,7578,55
7578,2894,5
2894,2635,63
2635,5739,59
5739,9671,40
9132,7559,65
7559,3908,54
3244,7636,65
7636,4051,26
7636,9677,43
4051,1050,49
1050,6870,1
6870,3606,27
3908,7922,65
5841,7973,65
7973,1220,56
1220,6062,56
897,8145,65
5973,8303,65
2627,8514,65
8514,3263,8
8514,2140,23
2140,2305,27
3263,6772,35
6772,767,60
767,8418,2
767,2375,20
4595,8859,65
8859,9538,37
6941,8883,65
8883,2383,50
2383,1429,24
6908,8928,65
8928,4762,65
4415,8996,65
8996,5489,43
4013,9041,65
6245,9459,65
37,9778,65
9778,6290,30
9778,8789,46
9778,3684,53
3684,4385,43
8789,2354,54
3406,9837,65
6503,9957,65
9957,6344,21
6344,1184,60
1184,3035,39
4756,23,66
3602,257,66
257,544,10
544,4563,17
9506,263,66
6003,498,66
498,1960,19
1960,5417,25
2091,514,66
1804,589,66
589,2550,1
2550,7696,12
7696,4214,12
4214,5650,9
2550,7628,14
5650,5194,32
589,4404,39
5194,3415,46
4404,2675,60
2675,3777,33
3777,1066,11
1066,5724,50
2675,539,54
5724,5784,55
4214,6942,65
6942,6662,22
6662,3976,51
3976,6306,53
7437,741,66
1038,769,66
8929,784,66
4777,1438,66
7350,1552,66
1552,354,50
9996,1767,66
6208,1896,66
1896,4406,6
1896,1389,8
2649,1951,66
9237,2035,66
1695,2452,66
8622,2505,66
7295,2518,66
2518,6323,59
6323,1104,36
1104,729,14
1104,250,32
7873,2691,66
4158,2747,66
2747,8100,62
8100,5168,34
8100,1710,40
3730,3194,66
3194,1371,53
1371,540,53
5696,3534,66
618,3914,66
3914,294,16
294,8045,63
8045,163,26
163,5384,4
8045,314,59
163,7995,63
7995,8588,2
8588,8456,3
2004,3968,66
1398,4490,66
9648,4615,66
5152,4622,66
6587,4714,66
453,4939,66
212,5440,66
9845,5567,66
5567,5488,3
5333,5693,66
5693,8845,59
8845,5323,17
6702,5733,66
5733,8716,37
5733,7803,50
7803,6304,28
6304,2256,52
2858,5753,66
5753,9308,16
5753,5899,17
2432,5850,66
5850,6498,40
679,6571,66
6571,2596,1
2596,5545,2
2596,5282,13
5282,1648,60
1648,6674,1
6674,7530,3
7530,7573,33
7573,5223,36
5223,5735,36
5735,7532,56
7532,3531,49
3531,2781,6
3531,7876,8
2781,8344,35
6674,6015,57
6015,9843,34
9843,8105,56
8522,6668,66
6668,8688,65
8660,6729,66
2275,7130,66
7130,7638,29
7532,7209,66
8217,7328,66
7328,1615,29
1615,7012,64
2541,7968,66
7968,9470,17
9470,4460,7
5974,8141,66
7219,8237,66
8237,2449,34
2449,2659,20
5637,8348,66
7404,8630,66
8630,8289,24
8289,9933,34
9933,9378,22
9378,7231,19
9378,7157,23
7231,678,52
9345,8961,66
8961,3578,62
3578,6215,60
8395,9182,66
6554,9219,66
2207,9607,66
9607,5435,53
5435,1241,16
2355,9676,66
8808,9822,66
9316,83,67
83,7306,3
83,3757,15
3757,4522,22
4522,6061,29
6061,811,17
5879,625,67
625,7122,43
7122,5896,55
5896,4677,37
4677,608,62
608,4269,6
608,6269,27
6269,4040,58
4040,1877,26
1877,6840,65
6840,8503,4
8503,2063,24
6414,904,67
4213,1022,67
5600,1205,67
5257,1417,67
1417,1218,64
1218,8207,61
8207,773,36
773,8058,54
6363,1554,67
4229,1810,67
9603,2217,67
9877,2234,67
336,2322,67
813,2382,67
6377,2441,67
2441,6829,50
6829,6397,45
6397,2673,21
2673,2229,13
2229,6415,43
6397,9083,43
4815,2456,67
2456,8633,38
8633,558,25
558,3022,56
1212,2470,67
2732,2835,67
2835,3852,48
3852,9707,41
9707,2856,65
8316,2988,67
1241,3003,67
8937,3030,67
9315,3366,67
5426,3442,67
3442,4511,25
4511,4754,31
4511,493,45
2395,3457,67
3026,3999,67
3999,5,11
3442,4370,67
877,4689,67
4689,9598,53
9598,1581,45
5792,4843,67
4843,1465,25
1465,791,53
791,5620,31
1465,2243,64
3343,5272,67
9240,5346,67
5346,3331,16
5346,3513,19
9743,5599,67
5599,1069,52
335,5969,67
5969,7774,13
3108,6132,67
4748,6340,67
7850,6528,67
6528,2047,21
6900,6645,67
6645,4081,14
4081,657,7
4081,4425,15
4425,2970,9
657,7724,30
7724,1345,4
657,228,67
1651,6741,67
6438,6931,67
178,7029,67
9395,7180,67
7180,4941,14
4941,7512,43
5799,7247,67
3173,7501,67
7501,2097,23
6473,7503,67
7503,3814,36
2261,7736,67
7736,1602,28
1602,4510,6
4510,2644,4
1602,2247,52
2644,9025,62
4919,7994,67
1209,8259,67
8259,4710,44
1057,8332,67
8,8465,67
4409,9196,67
9196,5140,15
5140,9373,11
9373,434,13
434,7372,63
6471,9318,67
9318,5830,50
1134,9423,67
9423,5527,59
4564,9480,67
3422,9508,67
1988,9557,67
9557,1543,17
8448,9569,67
4131,9586,67
9586,5213,8
2227,9736,67
9736,8193,63
1001,9952,67
9952,1616,12
1616,5713,1
5713,4966,6
940,166,68
1080,291,68
3814,334,68
334,4850,33
4850,313,20
8608,854,68
4212,934,68
934,6191,39
7354,935,68
935,3628,22
935,8389,22
8389,5754,10
3628,700,65
877,1112,68
1112,88,31
614,1227,68
1227,5727,29
5727,6697,51
6614,1313,68
1313,3860,2
1313,8004,11
8004,2506,31
2506,1813,2
398,1567,68
1567,8121,36
8121,5163,58
3948,1977,68
9984,1980,68
1980,8969,40
8969,5419,47
5419,9894,55
9894,1156,20
1156,7375,34
7375,8269,7
8269,7282,7
7282,8222,8
3999,2116,68
6914,2357,68
2357,6348,41
3337,2534,68
2534,1079,32
2005,2666,68
5439,2672,68
2438,3497,68
3497,3640,59
3640,7655,47
3497,2034,61
2034,6907,17
2034,2295,44
6907,9906,56
9906,7746,23
7746,4602,52
4602,7935,29
7746,3071,54
5913,3731,68
3731,6382,32
6382,3476,46
3731,9001,55
584,3975,68
3975,6361,67
5545,4056,68
4056,3142,16
3142,3509,9
4056,523,23
523,9524,64
9524,3051,33
7268,4087,68
4087,1407,5
4087,9542,15
9542,5174,55
5174,2561,16
2561,6218,66
6218,926,16
926,7534,1
5803,4154,68
4154,4215,25
4154,2444,35
2444,9595,8
9595,5316,5
9595,9276,11
9276,6274,17
9595,3182,40
3182,3656,22
3656,4170,27
4215,8579,55
5316,3378,56
3378,1720,20
8579,1169,64
1169,8462,19
8462,9784,30
9276,3800,66
9455,4401,68
4401,5834,41
5834,2,55
2,6666,29
4401,474,59
474,4408,19
5834,369,61
369,4287,25
9745,4654,68
4364,4894,68
9654,5069,68
5069,7872,67
5882,5075,68
5075,5682,38
3477,5086,68
3540,5385,68
5137,5394,68
9713,5636,68
5636,2324,34
3654,5681,68
3738,5960,68
5960,8336,17
8336,2680,52
2680,7364,53
7309,6127,68
6127,304,39
5646,6405,68
6405,9551,35
8541,7000,68
7000,4430,39
7000,3896,57
3896,7619,56
8937,7510,68
7510,61,12
6408,7764,68
7764,186,32
186,3944,13
186,3058,38
186,2806,50
2806,6126,15
6126,7769,35
3058,1564,51
1564,5904,26
1564,2248,47
5904,1672,59
1672,5015,24
5014,7863,68
5381,8230,68
8230,4718,51
5101,8394,68
1865,8429,68
9725,8839,68
8839,2887,42
2698,8874,68
8874,1109,22
1109,6091,24
6091,3702,22
1593,8915,68
5844,8947,68
8161,9065,68
9065,5404,3
5404,4801,4
9065,5890,44
9065,1939,51
5603,9123,68
8076,9172,68
4754,9250,68
9250,8272,34
8272,5182,25
6841,9322,68
9322,8652,43
8652,4959,53
4959,8412,51
9903,9347,68
9347,6468,28
3076,9473,68
9473,3805,52
3805,9012,1
9012,8985,18
3805,2330,23
2330,6723,48
6723,1503,31
6723,9885,38
189,9537,68
9537,6356,16
7157,9602,68
9602,4332,12
9602,7491,25
2426,9636,68
9636,9697,65
9697,3524,47
3865,9723,68
9723,7079,6
9854,9827,68
9827,5260,39
5260,6538,3
940,9997,68
9997,6447,38
6447,7330,1
7330,5267,53
5267,786,4
786,1516,18
1516,8891,9
8891,7584,21
5267,5128,24
5128,5649,65
2235,92,69
92,1719,12
92,6224,30
6224,2106,38
2106,2774,57
1719,2605,63
15,179,69
8345,347,69
347,7415,19
7750,604,69
604,5398,63
4710,965,69
7393,1197,69
2158,1415,69
6558,1598,69
1598,2216,13
6463,1817,69
2527,1854,69
6361,2242,69
6822,2344,69
5959,2670,69
7006,3894,69
193,4211,69
9587,4341,69
9670,4509,69
3323,4750,69
565,5132,69
5132,9068,5
504,5522,69
5522,2821,10
2821,368,60
8140,5772,69
5772,9202,2
9202,7577,19
7577,7666,21
9335,5892,69
5892,6451,28
6451,763,21
763,1541,7
6451,5355,53
5355,9134,35
9282,6238,69
6238,5657,22
8712,6251,69
6251,8820,21
303,6546,69
6546,203,24
6546,3052,65
9826,6817,69
6817,8674,35
9904,6984,69
6984,4862,23
6984,8247,45
8247,4334,12
4334,3642,45
3642,6621,12
7154,7041,69
3649,7183,69
8482,7190,69
7190,7600,51
7600,1330,32
7715,7225,69
3617,7301,69
6277,7479,69
7479,5048,15
6354,7521,69
7982,7928,69
7928,8036,48
8036,2424,28
1802,8134,69
4174,8175,69
8175,6502,13
6502,7474,62
7474,788,28
788,6779,2
6779,3503,50
6848,8329,69
2328,8491,69
8491,6642,60
22,8811,69
5058,8925,69
183,9117,69
9117,9026,43
6744,9391,69
258,9561,69
9561,1745,19
4820,9747,69
6658,9761,69
5678,9777,69
9777,5505,41
5505,6512,42
9777,3066,52
3066,2497,22
2497,3675,61
3675,2634,7
2634,8677,63
8418,9792,69
9792,8371,42
8371,1214,51
8371,7455,58
7455,668,65
668,1044,46
1044,7768,16
7768,8921,17
7768,8415,49
4532,9871,69
6252,201,70
6695,351,70
351,9686,26
9686,659,53
1470,381,70
381,3455,11
3455,3747,9
9097,615,70
1717,624,70
5242,778,70
778,8966,9
4609,818,70
818,7484,47
7484,7506,65
7506,6315,58
6315,7123,40
7123,4368,4
4368,132,46
4171,1020,70
1020,4521,67
4521,1122,55
1122,5237,36
6439,1052,70
6411,1179,70
1179,7037,2
1179,601,48
601,1884,15
7668,1207,70
2940,1262,70
1262,7730,45
4299,1467,70
1467,6734,36
4469,1707,70
2623,1791,70
1791,3243,30
3515,1950,70
8235,2092,70
8905,2353,70
2582,2500,70
7738,2602,70
5385,2902,70
3262,2934,70
2934,8542,29
4698,3143,70
3143,8476,12
3014,3299,70
3299,5334,48
5334,9160,37
9160,3131,2
9160,4566,26
9644,3815,70
3815,4778,48
4778,7893,16
7893,3458,38
7384,3861,70
5430,4041,70
9155,4116,70
1710,4135,70
982,4249,70
4164,4558,70
3791,4694,70
4694,9192,52
2734,4740,70
5929,4797,70
4797,2862,12
2862,2437,38
2747,4926,70
4926,3219,53
2527,5019,70
5019,149,24
5019,1314,50
149,3484,50
5050,5110,70
7393,5270,70
1478,5395,70
5395,9983,58
2628,5703,70
5703,4266,35
8071,5975,70
5975,3631,41
5975,2626,52
2626,888,30
8896,6313,70
2936,6449,70
5107,6484,70
6484,5057,47
2039,6591,70
6591,3350,29
3350,3729,9
89,6648,70
6648,2713,48
2713,1152,5
7837,6940,70
8314,7164,70
7164,5474,17
7164,2222,55
495,7169,70
8416,7192,70
5671,7310,70
7310,2484,35
2484,5254,5
3182,7690,70
7690,5030,25
7471,8075,70
1692,8335,70
5964,8443,70
1854,8710,70
8322,8730,70
8730,2096,27
6074,8922,70
1379,8949,70
8949,4026,38
1561,9281,70
9281,2187,66
4994,9558,70
8465,9812,70
1474,352,71
1913,417,71
1389,505,71
8058,790,71
4463,1290,71
1290,5045,24
1290,355,44
4894,1402,71
9101,2069,71
584,2122,71
8924,2503,71
2503,8938,28
8938,6518,28
2503,5751,46
2562,2645,71
4277,2797,71
2489,3576,71
3576,2193,3
2193,1439,9
2193,6292,54
6292,4570,49
8350,3634,71
3634,8057,53
8057,9783,13
8691,3719,71
3719,9213,35
7429,3783,71
3783,3171,28
3171,5537,5
5537,6250,4
6250,3898,39
2223,3840,71
4498,3921,71
7670,4123,71
4121,4817,71
4137,5063,71
7174,5185,71
5185,3073,4
614,5209,71
2698,5246,71
1571,5372,71
9524,6051,71
6051,3588,52
3588,4723,22
4723,500,11
6051,2671,56
2671,9302,32
9302,7848,22
7519,6270,71
6270,2584,39
2584,396,19
396,491,20
6270,1862,47
2797,6281,71
6281,9278,57
9278,7776,53
4714,6481,71
8917,6689,71
9001,6759,71
1539,6898,71
6898,4764,24
6898,5456,65
3669,6952,71
9985,7044,71
7044,5936,31
5936,3775,6
3775,2083,21
2940,7131,71
8787,7276,71
2386,8523,71
6083,8870,71
8870,2772,59
2772,9198,18
8870,1624,62
5803,9327,71
9327,3162,59
3162,7369,32
7369,9344,3
9327,9338,70
594,9398,71
9398,6584,33
2161,9856,71
1197,9977,71
9977,6372,17
9874,9987,71
6336,84,72
3087,300,72
300,235,34
4190,320,72
5360,357,72
6665,848,72
848,9006,41
1728,952,72
9824,1302,72
1302,359,63
359,6793,24
6793,6720,14
6793,4427,29
6720,8576,63
7536,2668,72
2668,1785,6
907,2808,72
8603,3590,72
3590,9720,34
5708,3792,72
8020,3795,72
6653,3902,72
3902,1418,41
3367,3986,72
3986,5054,63
6960,4036,72
4036,1355,62
1355,5441,70
5441,7323,10
7323,1689,26
8141,4715,72
4715,7434,54
5272,4890,72
2371,5010,72
5010,5453,65
5453,722,53
1529,5363,72
5363,8686,63
8686,5849,46
7416,5365,72
7140,5778,72
5778,3444,34
3444,8857,5
8405,5831,72
5831,5618,40
5618,9251,21
5487,5912,72
5912,2182,29
2376,6276,72
5639,6366,72
6366,7839,15
4021,6537,72
6537,9072,31
3023,6753,72
3896,6806,72
6806,3394,2
3394,3491,55
1702,6863,72
7645,7181,72
677,7337,72
7337,5514,8
7337,7473,16
5514,5540,62
5540,4180,10
5540,325,66
9199,7682,72
7682,5743,15
7499,7921,72
7921,8555,18
8555,4070,51
5859,7990,72
3679,8208,72
8208,6551,31
286,8629,72
6518,8662,72
8662,7135,13
7165,8738,72
8771,8748,72
8748,2706,45
8748,6320,51
6320,3033,60
419,9337,72
4560,9396,72
9396,436,39
4451,9692,72
4172,9797,72
9797,7450,51
2382,9936,72
8942,281,73
7575,341,73
341,7125,30
2253,394,73
394,8167,49
8167,5816,72
452,555,73
555,2823,59
127,647,73
5236,714,73
714,9393,47
9393,3990,24
3652,753,73
451,1299,73
7751,1341,73
5058,1376,73
7582,1542,73
1542,3723,71
9572,1742,73
2897,2073,73
2786,2391,73
2391,215,2
2457,2683,73
4125,3186,73
3186,3247,21
4056,3293,73
5805,3426,73
3426,4760,61
9079,3467,73
3467,4727,56
336,3789,73
1024,4118,73
4118,6632,22
7437,4243,73
4243,5595,72
5595,1512,39
1512,5833,28
1,4330,73
1651,4344,73
345,4979,73
9277,5239,73
5999,5354,73
1078,5437,73
5437,1818,57
1818,3113,50
1818,9118,64
9118,3635,17
